CONS,0.436,0.29212,,,
Did not vote,,0.33,,,
LAB,0.321,0.21507,,,
LIBDEM,0.116,0.07772,,,
OTH,0.087,0.05829,,,
SNP,0.04,0.0268,,,
,,,,,
,,,,,
,,,,,
,,,,,0.898305085
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,1,,,
